,Name,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,ID
10016,LWB,https://cdn.sofifa.net/players/257/722/22_60.png,,https://cdn.sofifa.net/flags/ro.png,62,66,CS Mioveni,https://cdn.sofifa.net/teams/113380/30.png,€525K,€1K,1524,257722
10017,CB,https://cdn.sofifa.net/players/257/723/22_60.png,,https://cdn.sofifa.net/flags/ro.png,65,68,Campionii FC Arges,https://cdn.sofifa.net/teams/100759/30.png,€875K,€2K,1477,257723
10018,CB,https://cdn.sofifa.net/players/257/724/21_60.png,,https://cdn.sofifa.net/flags/ro.png,59,68,FC Academica Clinceni,https://cdn.sofifa.net/teams/113391/30.png,€475K,€700,1466,257724
10019,RWB,https://cdn.sofifa.net/players/257/725/22_60.png,,https://cdn.sofifa.net/flags/ro.png,62,66,CS Mioveni,https://cdn.sofifa.net/teams/113380/30.png,€525K,€950,1549,257725
10020,ST,https://cdn.sofifa.net/players/257/495/22_60.png,,https://cdn.sofifa.net/flags/au.png,55,68,Melbourne Victory,https://cdn.sofifa.net/teams/111397/30.png,€300K,€1K,1409,257495
10021,CB,https://cdn.sofifa.net/players/257/496/22_60.png,,https://cdn.sofifa.net/flags/au.png,57,64,Melbourne Victory,https://cdn.sofifa.net/teams/111397/30.png,€300K,€1K,1317,257496
10022,GK,https://cdn.sofifa.net/players/257/497/22_60.png,,https://cdn.sofifa.net/flags/at.png,59,72,LASK Linz,https://cdn.sofifa.net/teams/252/30.png,€450K,€500,901,257497
10023,CAM,https://cdn.sofifa.net/players/257/498/21_60.png,,https://cdn.sofifa.net/flags/fr.png,63,74,Royal Excel Mouscron,https://cdn.sofifa.net/teams/111560/30.png,€1M,€4K,1564,257498
10024,LB,https://cdn.sofifa.net/players/257/502/22_60.png,,https://cdn.sofifa.net/flags/nl.png,66,73,FC Twente,https://cdn.sofifa.net/teams/1908/30.png,€1.6M,€3K,1751,257502
10025,RB,https://cdn.sofifa.net/players/257/506/21_60.png,,https://cdn.sofifa.net/flags/be.png,58,70,Waasland-Beveren,https://cdn.sofifa.net/teams/110913/30.png,€475K,€1K,1439,257506
10026,LB,https://cdn.sofifa.net/players/257/508/22_60.png,,https://cdn.sofifa.net/flags/ie.png,56,72,Drogheda United,https://cdn.sofifa.net/teams/1572/30.png,€350K,€550,1364,257508
10027,ST,https://cdn.sofifa.net/players/257/509/21_60.png,,https://cdn.sofifa.net/flags/tr.png,59,71,Gençlerbirliği SK,https://cdn.sofifa.net/teams/101025/30.png,€550K,€2K,1394,257509
10028,CB,https://cdn.sofifa.net/players/257/510/21_60.png,,https://cdn.sofifa.net/flags/tr.png,57,70,MKE Ankaragücü,https://cdn.sofifa.net/teams/101007/30.png,€375K,€2K,1350,257510
10029,CM,https://cdn.sofifa.net/players/257/511/22_60.png,,https://cdn.sofifa.net/flags/mx.png,60,75,Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/30.png,€575K,€1K,1529,257511
10030,CAM,https://cdn.sofifa.net/players/257/513/22_60.png,,https://cdn.sofifa.net/flags/mx.png,59,71,Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/30.png,€525K,€500,1494,257513
10031,LB,https://cdn.sofifa.net/players/257/514/21_60.png,,https://cdn.sofifa.net/flags/mx.png,58,64,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,€300K,€1K,1413,257514
10032,CDM,https://cdn.sofifa.net/players/257/515/21_60.png,,https://cdn.sofifa.net/flags/be.png,60,71,Waasland-Beveren,https://cdn.sofifa.net/teams/110913/30.png,€500K,€900,1583,257515
10033,CB,https://cdn.sofifa.net/players/257/516/22_60.png,,https://cdn.sofifa.net/flags/mx.png,62,69,Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/30.png,€750K,€2K,1467,257516
10034,GK,https://cdn.sofifa.net/players/257/517/22_60.png,,https://cdn.sofifa.net/flags/be.png,56,70,Sint-Truidense VV,https://cdn.sofifa.net/teams/680/30.png,€300K,€500,965,257517
10035,ST,https://cdn.sofifa.net/players/257/518/22_60.png,,https://cdn.sofifa.net/flags/cd.png,62,69,Shijiazhuang Ever Bright F.C.,https://cdn.sofifa.net/teams/112985/30.png,€825K,€2K,1423,257518
10036,RM,https://cdn.sofifa.net/players/257/528/22_60.png,,https://cdn.sofifa.net/flags/es.png,63,71,SD Huesca,https://cdn.sofifa.net/teams/110839/30.png,€1.1M,€2K,1551,257528
10037,LW,https://cdn.sofifa.net/players/257/529/22_60.png,,https://cdn.sofifa.net/flags/sa.png,53,64,Al Hazem,https://cdn.sofifa.net/teams/113222/30.png,€210K,€5K,1374,257529
10038,LB,https://cdn.sofifa.net/players/257/532/22_60.png,,https://cdn.sofifa.net/flags/de.png,61,68,MSV Duisburg,https://cdn.sofifa.net/teams/1825/30.png,€625K,€1K,1505,257532
10039,CB,https://cdn.sofifa.net/players/257/533/21_60.png,,https://cdn.sofifa.net/flags/cz.png,70,75,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,€2.1M,€500,1890,257533
10040,CAM,https://cdn.sofifa.net/players/257/535/21_60.png,,https://cdn.sofifa.net/flags/cz.png,69,78,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,€3M,€500,1673,257535
10041,CM,https://cdn.sofifa.net/players/257/537/21_60.png,,https://cdn.sofifa.net/flags/cm.png,59,69,Paris FC,https://cdn.sofifa.net/teams/111817/30.png,€500K,€1K,1604,257537
10042,CB,https://cdn.sofifa.net/players/257/538/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,60,67,Stevenage,https://cdn.sofifa.net/teams/361/30.png,€475K,€1K,1575,257538
10043,RM,https://cdn.sofifa.net/players/257/541/21_60.png,,https://cdn.sofifa.net/flags/de.png,60,73,KFC Uerdingen 05,https://cdn.sofifa.net/teams/167/30.png,€575K,€850,1484,257541
10044,ST,https://cdn.sofifa.net/players/257/542/21_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,60,63,Kilmarnock,https://cdn.sofifa.net/teams/82/30.png,€350K,€1K,1529,257542
10045,CAM,https://cdn.sofifa.net/players/257/543/22_60.png,,https://cdn.sofifa.net/flags/mx.png,61,72,Arsenal de Sarandí,https://cdn.sofifa.net/teams/110394/30.png,€725K,€1K,1586,257543
10046,RB,https://cdn.sofifa.net/players/257/546/21_60.png,,https://cdn.sofifa.net/flags/no.png,51,71,Strømsgodset IF,https://cdn.sofifa.net/teams/922/30.png,€150K,€500,1289,257546
10047,ST,https://cdn.sofifa.net/players/257/547/21_60.png,,https://cdn.sofifa.net/flags/dk.png,53,62,Odense Boldklub,https://cdn.sofifa.net/teams/272/30.png,€200K,€1K,1379,257547
10048,ST,https://cdn.sofifa.net/players/257/548/22_60.png,,https://cdn.sofifa.net/flags/de.png,60,68,FSV Zwickau,https://cdn.sofifa.net/teams/110592/30.png,€550K,€550,1621,257548
10049,RM,https://cdn.sofifa.net/players/257/549/22_60.png,,https://cdn.sofifa.net/flags/ar.png,64,72,Arsenal de Sarandí,https://cdn.sofifa.net/teams/110394/30.png,€1.3M,€3K,1630,257549
10050,GK,https://cdn.sofifa.net/players/257/550/22_60.png,,https://cdn.sofifa.net/flags/ae.png,59,62,,https://cdn.sofifa.net/flags/ae.png,€0,€0,910,257550
10051,RM,https://cdn.sofifa.net/players/257/551/21_60.png,,https://cdn.sofifa.net/flags/ae.png,63,63,Al Ain FC,https://cdn.sofifa.net/teams/111701/30.png,€525K,€500,1586,257551
10052,CAM,https://cdn.sofifa.net/players/257/552/21_60.png,,https://cdn.sofifa.net/flags/it.png,63,77,Cagliari,https://cdn.sofifa.net/teams/1842/30.png,€1.1M,€4K,1610,257552
10053,CDM,https://cdn.sofifa.net/players/257/553/21_60.png,,https://cdn.sofifa.net/flags/de.png,55,67,VfL Osnabrück,https://cdn.sofifa.net/teams/487/30.png,€275K,€1K,1406,257553
10054,LW,https://cdn.sofifa.net/players/257/554/22_60.png,,https://cdn.sofifa.net/flags/de.png,58,71,VfL Osnabrück,https://cdn.sofifa.net/teams/487/30.png,€500K,€850,1433,257554
10055,CDM,https://cdn.sofifa.net/players/257/555/21_60.png,,https://cdn.sofifa.net/flags/es.png,64,64,C.D. Castellón,https://cdn.sofifa.net/teams/100852/30.png,€500K,€2K,1569,257555
10056,CM,https://cdn.sofifa.net/players/257/557/21_60.png,,https://cdn.sofifa.net/flags/es.png,65,65,C.D. Castellón,https://cdn.sofifa.net/teams/100852/30.png,€700K,€3K,1743,257557
10057,RM,https://cdn.sofifa.net/players/257/558/22_60.png,,https://cdn.sofifa.net/flags/es.png,69,69,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,€1.5M,€5K,1886,257558
10058,LM,https://cdn.sofifa.net/players/257/559/21_60.png,,https://cdn.sofifa.net/flags/es.png,61,70,C.D. Castellón,https://cdn.sofifa.net/teams/100852/30.png,€725K,€1K,1474,257559
10059,LM,https://cdn.sofifa.net/players/257/560/21_60.png,,https://cdn.sofifa.net/flags/es.png,63,72,Levante Unión Deportiva,https://cdn.sofifa.net/teams/1853/30.png,€1.1M,€2K,1531,257560
10060,RM,https://cdn.sofifa.net/players/257/561/21_60.png,,https://cdn.sofifa.net/flags/es.png,65,65,C.D. Castellón,https://cdn.sofifa.net/teams/100852/30.png,€725K,€3K,1715,257561
10061,RB,https://cdn.sofifa.net/players/257/562/21_60.png,,https://cdn.sofifa.net/flags/es.png,61,73,C.D. Castellón,https://cdn.sofifa.net/teams/100852/30.png,€750K,€1K,1508,257562
10062,CAM,https://cdn.sofifa.net/players/257/564/21_60.png,,https://cdn.sofifa.net/flags/es.png,62,73,C.D. Castellón,https://cdn.sofifa.net/teams/100852/30.png,€900K,€1K,1604,257564
10063,RWB,https://cdn.sofifa.net/players/257/565/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,57,72,Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/30.png,€375K,€4K,1526,257565
10064,RB,https://cdn.sofifa.net/players/257/567/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,69,Bohemian FC,https://cdn.sofifa.net/teams/305/30.png,€240K,€500,1447,257567
10065,GK,https://cdn.sofifa.net/players/257/568/22_60.png,,https://cdn.sofifa.net/flags/no.png,55,73,Rosenborg BK,https://cdn.sofifa.net/teams/298/30.png,€275K,€500,1053,257568
10066,RB,https://cdn.sofifa.net/players/257/570/22_60.png,,https://cdn.sofifa.net/flags/de.png,62,70,FC St. Pauli,https://cdn.sofifa.net/teams/110329/30.png,€825K,€2K,1583,257570
10067,LM,https://cdn.sofifa.net/players/257/573/21_60.png,,https://cdn.sofifa.net/flags/es.png,64,64,CE Sabadell FC,https://cdn.sofifa.net/teams/15021/30.png,€475K,€2K,1644,257573
10068,GK,https://cdn.sofifa.net/players/257/574/21_60.png,,https://cdn.sofifa.net/flags/es.png,60,71,CE Sabadell FC,https://cdn.sofifa.net/teams/15021/30.png,€475K,€750,971,257574
10069,CB,https://cdn.sofifa.net/players/257/575/21_60.png,,https://cdn.sofifa.net/flags/es.png,64,64,CE Sabadell FC,https://cdn.sofifa.net/teams/15021/30.png,€500K,€2K,1682,257575
10070,CDM,https://cdn.sofifa.net/players/257/578/21_60.png,,https://cdn.sofifa.net/flags/rs.png,59,73,Karlsruher SC,https://cdn.sofifa.net/teams/1832/30.png,€500K,€550,1538,257578
10071,CDM,https://cdn.sofifa.net/players/257/579/22_60.png,,https://cdn.sofifa.net/flags/be.png,65,72,Standard de Liège,https://cdn.sofifa.net/teams/232/30.png,€1.4M,€3K,1706,257579
10072,GK,https://cdn.sofifa.net/players/257/580/21_60.png,,https://cdn.sofifa.net/flags/it.png,53,68,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,€190K,€550,853,257580
10073,GK,https://cdn.sofifa.net/players/257/583/21_60.png,,https://cdn.sofifa.net/flags/es.png,57,67,Albacete BP,https://cdn.sofifa.net/teams/1854/30.png,€300K,€700,850,257583
10074,CDM,https://cdn.sofifa.net/players/257/584/21_60.png,,https://cdn.sofifa.net/flags/fr.png,62,71,FC Emmen,https://cdn.sofifa.net/teams/100628/30.png,€800K,€750,1655,257584
10075,RM,https://cdn.sofifa.net/players/257/611/22_60.png,,https://cdn.sofifa.net/flags/be.png,63,71,FC U Craiova 1948,https://cdn.sofifa.net/teams/115716/30.png,€1.1M,€2K,1589,257611
10076,CDM,https://cdn.sofifa.net/players/257/613/21_60.png,,https://cdn.sofifa.net/flags/de.png,59,71,FC Emmen,https://cdn.sofifa.net/teams/100628/30.png,€525K,€850,1552,257613
10077,LW,https://cdn.sofifa.net/players/257/617/22_60.png,,https://cdn.sofifa.net/flags/no.png,60,72,Sandefjord Fotball,https://cdn.sofifa.net/teams/1757/30.png,€600K,€700,1478,257617
10078,RB,https://cdn.sofifa.net/players/257/619/22_60.png,,https://cdn.sofifa.net/flags/no.png,57,69,Mjøndalen IF,https://cdn.sofifa.net/teams/112420/30.png,€375K,€550,1528,257619
10079,LM,https://cdn.sofifa.net/players/257/620/22_60.png,,https://cdn.sofifa.net/flags/il.png,64,65,Wisła Kraków,https://cdn.sofifa.net/teams/1873/30.png,€700K,€2K,1647,257620
10080,LB,https://cdn.sofifa.net/players/257/335/22_60.png,,https://cdn.sofifa.net/flags/es.png,64,73,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€1.3M,€4K,1614,257335
10081,ST,https://cdn.sofifa.net/players/257/337/22_60.png,,https://cdn.sofifa.net/flags/pl.png,64,66,Wisła Płock,https://cdn.sofifa.net/teams/1569/30.png,€750K,€2K,1596,257337
10082,RM,https://cdn.sofifa.net/players/257/338/22_60.png,,https://cdn.sofifa.net/flags/ar.png,69,72,Atlético Tucumán,https://cdn.sofifa.net/teams/111708/30.png,€1.8M,€6K,1762,257338
10083,ST,https://cdn.sofifa.net/players/257/340/22_60.png,,https://cdn.sofifa.net/flags/pl.png,56,76,Legia Warszawa,https://cdn.sofifa.net/teams/1871/30.png,€400K,€750,1380,257340
10084,LM,https://cdn.sofifa.net/players/257/341/22_60.png,,https://cdn.sofifa.net/flags/de.png,65,70,1. FC Saarbrücken,https://cdn.sofifa.net/teams/523/30.png,€1.1M,€2K,1602,257341
10085,GK,https://cdn.sofifa.net/players/257/342/22_60.png,,https://cdn.sofifa.net/flags/pl.png,60,68,Hibernian,https://cdn.sofifa.net/teams/81/30.png,€475K,€900,950,257342
10086,LW,https://cdn.sofifa.net/players/257/343/21_60.png,,https://cdn.sofifa.net/flags/gh.png,59,72,SC Rheindorf Altach,https://cdn.sofifa.net/teams/15009/30.png,€525K,€1K,1523,257343
10087,CM,https://cdn.sofifa.net/players/257/344/21_60.png,,https://cdn.sofifa.net/flags/ch.png,51,75,FC Luzern,https://cdn.sofifa.net/teams/897/30.png,€180K,€500,1421,257344
10088,CB,https://cdn.sofifa.net/players/257/346/21_60.png,,https://cdn.sofifa.net/flags/ua.png,65,71,LASK Linz,https://cdn.sofifa.net/teams/252/30.png,€1M,€5K,1588,257346
10089,CDM,https://cdn.sofifa.net/players/257/347/21_60.png,,https://cdn.sofifa.net/flags/de.png,61,63,Sportclub Verl,https://cdn.sofifa.net/teams/110501/30.png,€350K,€500,1696,257347
10090,CDM,https://cdn.sofifa.net/players/257/348/22_60.png,,https://cdn.sofifa.net/flags/au.png,58,68,Melbourne City FC,https://cdn.sofifa.net/teams/112224/30.png,€425K,€1K,1567,257348
10091,CM,https://cdn.sofifa.net/players/257/349/22_60.png,,https://cdn.sofifa.net/flags/it.png,64,77,Cagliari,https://cdn.sofifa.net/teams/1842/30.png,€1.4M,€5K,1698,257349
10092,GK,https://cdn.sofifa.net/players/257/350/22_60.png,,https://cdn.sofifa.net/flags/ar.png,63,70,Cádiz CF,https://cdn.sofifa.net/teams/1968/30.png,€825K,€4K,943,257350
10093,ST,https://cdn.sofifa.net/players/257/352/22_60.png,,https://cdn.sofifa.net/flags/us.png,65,69,Motherwell,https://cdn.sofifa.net/teams/83/30.png,€1M,€2K,1716,257352
10094,ST,https://cdn.sofifa.net/players/257/358/21_60.png,,https://cdn.sofifa.net/flags/es.png,66,66,UD Logroñés,https://cdn.sofifa.net/teams/476/30.png,€850K,€3K,1565,257358
10095,RM,https://cdn.sofifa.net/players/257/359/21_60.png,,https://cdn.sofifa.net/flags/es.png,64,67,UD Logroñés,https://cdn.sofifa.net/teams/476/30.png,€800K,€2K,1547,257359
10096,LB,https://cdn.sofifa.net/players/257/361/22_60.png,,https://cdn.sofifa.net/flags/es.png,64,73,CD Mirandés,https://cdn.sofifa.net/teams/110069/30.png,€1.3M,€2K,1579,257361
10097,CB,https://cdn.sofifa.net/players/257/362/21_60.png,,https://cdn.sofifa.net/flags/es.png,66,73,UD Logroñés,https://cdn.sofifa.net/teams/476/30.png,€1.6M,€2K,1514,257362
10098,CM,https://cdn.sofifa.net/players/257/363/21_60.png,,https://cdn.sofifa.net/flags/es.png,63,70,UD Logroñés,https://cdn.sofifa.net/teams/476/30.png,€950K,€2K,1640,257363
10099,CM,https://cdn.sofifa.net/players/257/366/22_60.png,,https://cdn.sofifa.net/flags/ro.png,56,68,CS Mioveni,https://cdn.sofifa.net/teams/113380/30.png,€350K,€800,1486,257366
10100,CM,https://cdn.sofifa.net/players/257/370/21_60.png,,https://cdn.sofifa.net/flags/ie.png,50,62,Waterford FC,https://cdn.sofifa.net/teams/753/30.png,€110K,€500,1404,257370
10101,CAM,https://cdn.sofifa.net/players/257/371/21_60.png,,https://cdn.sofifa.net/flags/ie.png,52,63,Waterford FC,https://cdn.sofifa.net/teams/753/30.png,€170K,€500,1398,257371
10102,ST,https://cdn.sofifa.net/players/257/372/22_60.png,,https://cdn.sofifa.net/flags/ie.png,51,60,Waterford FC,https://cdn.sofifa.net/teams/753/30.png,€130K,€500,1358,257372
10103,GK,https://cdn.sofifa.net/players/257/374/22_60.png,,https://cdn.sofifa.net/flags/ro.png,59,68,FC Farul Constanța,https://cdn.sofifa.net/teams/110075/30.png,€425K,€1K,994,257374
10104,GK,https://cdn.sofifa.net/players/257/375/22_60.png,,https://cdn.sofifa.net/flags/es.png,63,71,FC Cartagena,https://cdn.sofifa.net/teams/100851/30.png,€925K,€1K,1050,257375
10105,LM,https://cdn.sofifa.net/players/257/377/21_60.png,,https://cdn.sofifa.net/flags/es.png,62,65,FC Cartagena,https://cdn.sofifa.net/teams/100851/30.png,€525K,€2K,1665,257377
10106,GK,https://cdn.sofifa.net/players/257/379/21_60.png,,https://cdn.sofifa.net/flags/ar.png,58,70,San Lorenzo de Almagro,https://cdn.sofifa.net/teams/1013/30.png,€425K,€1K,885,257379
10107,ST,https://cdn.sofifa.net/players/257/383/22_60.png,,https://cdn.sofifa.net/flags/br.png,65,68,Club Bolívar,https://cdn.sofifa.net/teams/110968/30.png,€950K,€500,1545,257383
10108,CB,https://cdn.sofifa.net/players/257/384/21_60.png,,https://cdn.sofifa.net/flags/uy.png,65,70,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,€1M,€2K,1376,257384
10109,GK,https://cdn.sofifa.net/players/257/385/21_60.png,,https://cdn.sofifa.net/flags/mx.png,59,59,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,€150K,€1K,878,257385
10110,GK,https://cdn.sofifa.net/players/257/392/22_60.png,,https://cdn.sofifa.net/flags/nl.png,58,71,SC Heerenveen,https://cdn.sofifa.net/teams/1913/30.png,€400K,€500,959,257392
10111,CDM,https://cdn.sofifa.net/players/257/393/21_60.png,,https://cdn.sofifa.net/flags/pl.png,56,74,Podbeskidzie Bielsko-Biała,https://cdn.sofifa.net/teams/111087/30.png,€350K,€500,1484,257393
10112,RM,https://cdn.sofifa.net/players/257/396/22_60.png,,https://cdn.sofifa.net/flags/fr.png,66,77,ESTAC Troyes,https://cdn.sofifa.net/teams/294/30.png,€1.9M,€4K,1585,257396
10113,CAM,https://cdn.sofifa.net/players/257/397/21_60.png,,https://cdn.sofifa.net/flags/fr.png,61,72,FC Metz,https://cdn.sofifa.net/teams/68/30.png,€725K,€2K,1540,257397
10114,LM,https://cdn.sofifa.net/players/257/398/22_60.png,,https://cdn.sofifa.net/flags/be.png,66,74,KV Oostende,https://cdn.sofifa.net/teams/682/30.png,€1.9M,€3K,1790,257398
10115,LW,https://cdn.sofifa.net/players/257/402/21_60.png,,https://cdn.sofifa.net/flags/rs.png,60,71,AEK Athens,https://cdn.sofifa.net/teams/278/30.png,€550K,€500,1506,257402
10116,ST,https://cdn.sofifa.net/players/257/403/21_60.png,,https://cdn.sofifa.net/flags/no.png,53,67,Mjøndalen IF,https://cdn.sofifa.net/teams/112420/30.png,€220K,€500,1299,257403
10117,GK,https://cdn.sofifa.net/players/257/405/21_60.png,,https://cdn.sofifa.net/flags/sn.png,59,71,Stade de Reims,https://cdn.sofifa.net/teams/379/30.png,€475K,€2K,844,257405
10118,RB,https://cdn.sofifa.net/players/257/407/22_60.png,,https://cdn.sofifa.net/flags/ar.png,64,70,Patronato,https://cdn.sofifa.net/teams/110581/30.png,€875K,€3K,1587,257407
10119,CB,https://cdn.sofifa.net/players/257/408/21_60.png,,https://cdn.sofifa.net/flags/de.png,60,68,FSV Zwickau,https://cdn.sofifa.net/teams/110592/30.png,€525K,€500,1459,257408
10120,LB,https://cdn.sofifa.net/players/257/409/21_60.png,,https://cdn.sofifa.net/flags/de.png,53,74,FC Würzburger Kickers,https://cdn.sofifa.net/teams/110197/30.png,€275K,€500,1315,257409
10121,CB,https://cdn.sofifa.net/players/257/410/21_60.png,,https://cdn.sofifa.net/flags/be.png,56,70,Royal Excel Mouscron,https://cdn.sofifa.net/teams/111560/30.png,€325K,€900,1312,257410
10122,CDM,https://cdn.sofifa.net/players/257/411/22_60.png,,https://cdn.sofifa.net/flags/fr.png,61,69,Chamois Niortais Football Club,https://cdn.sofifa.net/teams/1813/30.png,€700K,€900,1702,257411
10123,CM,https://cdn.sofifa.net/players/257/413/21_60.png,,https://cdn.sofifa.net/flags/it.png,59,74,Udinese Calcio,https://cdn.sofifa.net/teams/55/30.png,€525K,€2K,1551,257413
10124,ST,https://cdn.sofifa.net/players/257/414/22_60.png,,https://cdn.sofifa.net/flags/mr.png,67,67,Le Havre AC,https://cdn.sofifa.net/teams/1738/30.png,€1M,€4K,1648,257414
10125,LW,https://cdn.sofifa.net/players/257/415/22_60.png,,https://cdn.sofifa.net/flags/gb-nir.png,60,60,Port Vale,https://cdn.sofifa.net/teams/1928/30.png,€275K,€2K,1554,257415
10126,CM,https://cdn.sofifa.net/players/257/421/21_60.png,,https://cdn.sofifa.net/flags/au.png,53,59,Brisbane Roar,https://cdn.sofifa.net/teams/111395/30.png,€150K,€850,1469,257421
10127,LB,https://cdn.sofifa.net/players/257/423/21_60.png,,https://cdn.sofifa.net/flags/mx.png,62,63,Club Atlas,https://cdn.sofifa.net/teams/101114/30.png,€425K,€2K,1484,257423
10128,LW,https://cdn.sofifa.net/players/257/424/21_60.png,,https://cdn.sofifa.net/flags/mx.png,58,65,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,€425K,€2K,1477,257424
10129,GK,https://cdn.sofifa.net/players/257/425/22_60.png,,https://cdn.sofifa.net/flags/mx.png,64,70,Deportivo Toluca,https://cdn.sofifa.net/teams/1882/30.png,€750K,€3K,1145,257425
10130,CM,https://cdn.sofifa.net/players/257/426/22_60.png,,https://cdn.sofifa.net/flags/mx.png,60,67,Club Tijuana,https://cdn.sofifa.net/teams/111678/30.png,€500K,€3K,1655,257426
10131,CDM,https://cdn.sofifa.net/players/257/427/22_60.png,,https://cdn.sofifa.net/flags/mx.png,60,63,Deportivo Toluca,https://cdn.sofifa.net/teams/1882/30.png,€300K,€3K,1576,257427
10132,ST,https://cdn.sofifa.net/players/257/428/22_60.png,,https://cdn.sofifa.net/flags/mx.png,56,70,Club Tijuana,https://cdn.sofifa.net/teams/111678/30.png,€350K,€2K,1448,257428
10133,CDM,https://cdn.sofifa.net/players/257/429/21_60.png,,https://cdn.sofifa.net/flags/ar.png,63,63,Club Atlético Aldosivi,https://cdn.sofifa.net/teams/111707/30.png,€425K,€3K,1680,257429
10134,CM,https://cdn.sofifa.net/players/257/430/21_60.png,,https://cdn.sofifa.net/flags/ar.png,61,67,Club Atlético Aldosivi,https://cdn.sofifa.net/teams/111707/30.png,€525K,€2K,1662,257430
10135,ST,https://cdn.sofifa.net/players/257/431/22_60.png,,https://cdn.sofifa.net/flags/jp.png,65,70,Hokkaido Consadole Sapporo,https://cdn.sofifa.net/teams/112444/30.png,€1.1M,€2K,1672,257431
10136,LB,https://cdn.sofifa.net/players/257/432/21_60.png,,https://cdn.sofifa.net/flags/de.png,64,71,Eintracht Braunschweig,https://cdn.sofifa.net/teams/110500/30.png,€1.1M,€3K,1498,257432
10137,CM,https://cdn.sofifa.net/players/257/434/22_60.png,,https://cdn.sofifa.net/flags/pl.png,63,68,1. FC Magdeburg,https://cdn.sofifa.net/teams/110588/30.png,€725K,€1K,1733,257434
10138,CAM,https://cdn.sofifa.net/players/257/435/22_60.png,,https://cdn.sofifa.net/flags/gb-wls.png,55,72,Cardiff City,https://cdn.sofifa.net/teams/1961/30.png,€325K,€3K,1453,257435
10139,ST,https://cdn.sofifa.net/players/257/436/22_60.png,,https://cdn.sofifa.net/flags/gm.png,51,60,Vejle Boldklub,https://cdn.sofifa.net/teams/822/30.png,€130K,€2K,1253,257436
10140,LM,https://cdn.sofifa.net/players/257/198/21_60.png,,https://cdn.sofifa.net/flags/de.png,62,63,VfB Lübeck,https://cdn.sofifa.net/teams/1829/30.png,€475K,€850,1511,257198
10141,ST,https://cdn.sofifa.net/players/257/206/21_60.png,,https://cdn.sofifa.net/flags/be.png,58,72,Standard de Liège,https://cdn.sofifa.net/teams/232/30.png,€475K,€2K,1439,257206
10142,CDM,https://cdn.sofifa.net/players/257/207/22_60.png,,https://cdn.sofifa.net/flags/sk.png,62,77,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€875K,€4K,1648,257207
10143,GK,https://cdn.sofifa.net/players/257/209/22_60.png,,https://cdn.sofifa.net/flags/be.png,58,70,KAA Gent,https://cdn.sofifa.net/teams/674/30.png,€425K,€1K,844,257209
10144,GK,https://cdn.sofifa.net/players/257/210/22_60.png,,https://cdn.sofifa.net/flags/be.png,52,68,Standard de Liège,https://cdn.sofifa.net/teams/232/30.png,€170K,€500,843,257210
10145,CM,https://cdn.sofifa.net/players/257/211/21_60.png,,https://cdn.sofifa.net/flags/uy.png,66,69,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,€1.1M,€3K,1734,257211
10146,ST,https://cdn.sofifa.net/players/257/212/22_60.png,,https://cdn.sofifa.net/flags/es.png,59,65,Sandefjord Fotball,https://cdn.sofifa.net/teams/1757/30.png,€350K,€800,1427,257212
10147,RW,https://cdn.sofifa.net/players/257/213/21_60.png,,https://cdn.sofifa.net/flags/de.png,56,63,1. FC Saarbrücken,https://cdn.sofifa.net/teams/523/30.png,€300K,€1K,1388,257213
10148,CB,https://cdn.sofifa.net/players/257/215/22_60.png,,https://cdn.sofifa.net/flags/xk.png,57,64,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,€300K,€3K,1369,257215
10149,CAM,https://cdn.sofifa.net/players/257/216/21_60.png,,https://cdn.sofifa.net/flags/tw.png,61,70,ADO Den Haag,https://cdn.sofifa.net/teams/650/30.png,€725K,€1K,1516,257216
10150,CM,https://cdn.sofifa.net/players/257/218/22_60.png,,https://cdn.sofifa.net/flags/mx.png,64,72,Fútbol Club Juárez,https://cdn.sofifa.net/teams/113134/30.png,€1.3M,€2K,1697,257218
